Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear,Awards,Cups,All-Star Games,HoF
Bob Bassen,765,88,144,232,0.303,1004,1,1985,2000,0,0,0,0
Paul Cavallini,564,56,177,232,0.411,750,2,1986,1996,0,0,1,0
Larry Hillman,790,36,196,232,0.294,579,2,1954,1973,0,6,5,0
Blair Chapman,402,106,125,231,0.575,158,1,1976,1983,0,0,0,0
Paul Gaustad,727,89,142,231,0.318,778,1,2002,2016,0,0,0,0
Barclay Plager,614,44,187,231,0.376,1115,2,1967,1977,0,0,4,0
Yves Racine,508,37,194,231,0.455,439,2,1989,1998,0,0,0,0
Antti Miettinen,539,97,133,230,0.4270000000000001,234,1,2003,2013,0,0,0,0
Terry Carkner,858,42,188,230,0.268,1588,2,1986,1999,0,0,0,0
Ron Sedlbauer,430,143,86,229,0.5329999999999999,210,1,1974,1981,0,0,0,0
Jim Sandlak,549,110,119,229,0.417,821,1,1985,1996,0,0,0,0
Val Fonteyne,820,75,154,229,0.279,26,1,1959,1972,0,0,0,0
Jason York,757,42,187,229,0.303,621,2,1992,2007,0,0,0,0
Sean O'Donnell,1224,31,198,229,0.187,1809,2,1994,2012,0,1,0,0
Gary McAdam,534,96,132,228,0.4270000000000001,243,1,1975,1986,0,0,0,0
Zdeno Ciger,352,94,134,228,0.648,101,1,1990,2002,0,0,0,0
Keith Carney,1018,45,183,228,0.224,904,2,1991,2008,0,0,0,0
Vyacheslav Fetisov,546,36,192,228,0.418,656,2,1989,1998,0,2,2,1
Jason Williams,455,94,133,227,0.499,157,1,2000,2012,0,1,0,0
Robbie Ftorek,334,77,150,227,0.68,262,1,1972,1985,0,0,0,0
Jay Pandolfo,899,100,126,226,0.251,164,1,1996,2013,0,2,0,0
Mike Eaves,324,83,143,226,0.698,80,1,1978,1986,0,0,0,0
Chris Nilan,688,110,115,225,0.327,3043,1,1979,1992,0,1,0,0
Lou Nanne,635,68,157,225,0.354,356,2,1967,1978,0,0,0,0
Randy Moller,815,45,180,225,0.276,1692,2,1981,1995,0,0,0,0
Dmitri Yushkevich,786,43,182,225,0.28600000000000003,659,2,1992,2003,0,0,1,0
Magnus Arvedson,434,100,124,224,0.516,241,1,1997,2004,0,0,0,0
Bob Leiter,447,98,126,224,0.501,144,1,1962,1976,0,0,0,0
Dixon Ward,537,95,129,224,0.417,431,1,1992,2003,0,0,0,0
Jan Hlavac,436,90,134,224,0.514,138,1,1999,2008,0,0,0,0
Bill Lindsay,777,83,141,224,0.28800000000000003,922,1,1991,2004,0,0,0,0
Greg Hawgood,474,60,164,224,0.473,426,2,1987,2002,0,0,0,0
Bob Baun,964,37,187,224,0.232,1493,2,1956,1973,0,4,5,0
Todd Harvey,671,91,132,223,0.332,950,1,1994,2006,0,0,0,0
Brian Spencer,553,80,143,223,0.403,634,1,1969,1979,0,0,0,0
Dave Lewis,1008,36,187,223,0.221,953,2,1973,1988,0,0,0,0
Carl Brewer,604,25,198,223,0.369,1037,2,1957,1980,0,3,4,0
Brad Isbister,541,106,116,222,0.41,615,1,1997,2008,0,0,0,0
Andrei Kostitsyn,398,103,119,222,0.5579999999999999,181,1,2005,2012,0,0,0,0
Andy Brickley,385,82,140,222,0.5770000000000001,81,1,1982,1994,0,0,0,0
Gary Sargent,402,61,161,222,0.552,273,2,1975,1983,0,0,0,0
Craig Ludwig,1256,38,184,222,0.177,1437,2,1982,1999,0,2,0,0
Rick Blight,326,96,125,221,0.6779999999999999,170,1,1975,1983,0,0,0,0
Michal Grosek,526,84,137,221,0.42,509,1,1993,2004,0,0,0,0
Larry Popein,449,80,141,221,0.4920000000000001,162,1,1954,1968,0,0,0,0
Derek Armstrong,467,72,149,221,0.473,355,1,1993,2010,0,0,0,0
Steve Jensen,438,113,107,220,0.502,318,1,1975,1982,0,0,0,0
Steve Staios,1001,56,164,220,0.22,1322,2,1995,2012,0,0,0,0
Rick Lapointe,664,44,176,220,0.331,831,2,1975,1986,0,0,0,0
Doug Jarrett,775,38,182,220,0.284,631,2,1964,1977,0,0,1,0
Jerry Butler,641,99,120,219,0.342,515,1,1972,1983,0,0,0,0
Jamal Mayers,915,90,129,219,0.239,1200,1,1996,2013,0,1,0,0
Alexei Morozov,451,84,135,219,0.486,98,1,1997,2004,0,0,0,0
Rick Smith,687,52,167,219,0.319,560,2,1968,1981,0,1,0,0
Chad Kilger,714,107,111,218,0.305,363,1,1995,2008,0,0,0,0
Jack Valiquette,350,84,134,218,0.623,79,1,1974,1981,0,0,0,0
Brent Sopel,658,44,174,218,0.331,309,2,1998,2011,0,1,0,0
Bob Rouse,1061,37,181,218,0.205,1561,2,1983,2000,0,2,0,0
Oleg Kvasha,493,81,136,217,0.44,335,1,1998,2006,0,0,0,0
Scott Hannan,1055,38,179,217,0.206,625,2,1998,2015,0,0,0,0
Vitali Yachmenyov,487,83,133,216,0.444,94,1,1995,2003,0,0,0,0
Jan Erixon,556,57,159,216,0.388,167,1,1983,1993,0,0,0,0
Joe Watson,835,38,178,216,0.259,447,2,1964,1979,0,2,2,0
Rem Murray,560,94,121,215,0.384,161,1,1996,2006,0,0,0,0
Ray Cullen,313,92,123,215,0.687,120,1,1965,1971,0,0,0,0
Tyler Kennedy,527,89,126,215,0.408,239,1,2007,2016,0,1,0,0
Gene Carr,465,79,136,215,0.462,365,1,1971,1979,0,0,0,0
Chris Clark,607,103,111,214,0.353,700,1,1999,2011,0,0,0,0
Ted Bulley,414,101,113,214,0.517,704,1,1976,1984,0,0,0,0
Gerry Ehman,429,96,118,214,0.499,100,1,1957,1971,0,1,1,0
Jordan Leopold,695,67,147,214,0.308,293,2,2002,2015,0,0,0,0
Jean-Pierre Bordeleau,519,97,116,213,0.41,143,1,1969,1980,0,0,0,0
Joe Sacco,738,94,119,213,0.289,421,1,1990,2003,0,0,0,0
Brent Peterson,620,72,141,213,0.344,484,1,1978,1989,0,0,0,0
Robert Sirois,286,92,120,212,0.741,42,1,1974,1980,0,0,1,0
Gerald Diduck,932,56,156,212,0.227,1612,2,1984,2001,0,0,0,0
Curtis Leschyshyn,1033,47,165,212,0.205,669,2,1988,2004,0,1,0,0
Paul Gagne,390,110,101,211,0.541,166,1,1980,1990,0,0,0,0
Anders Kallur,372,101,110,211,0.5670000000000001,149,1,1979,1985,0,4,0,0
Tony Currie,290,92,119,211,0.728,73,1,1977,1985,0,0,0,0
Jeff Shantz,642,72,139,211,0.329,341,1,1993,2003,0,0,0,0
Lee Norwood,503,57,154,211,0.419,1099,2,1980,1994,0,0,0,0
Daniel Marois,350,117,93,210,0.6,419,1,1987,1996,0,0,0,0
Chuck Kobasew,601,110,100,210,0.349,394,1,2002,2014,0,0,0,0
Ed Beers,250,94,116,210,0.84,256,1,1981,1986,0,0,0,0
Brent Fedyk,470,97,112,209,0.445,308,1,1987,1999,0,0,0,0
Claude Loiselle,616,92,117,209,0.339,1146,1,1981,1994,0,0,0,0
Corey Millen,335,90,119,209,0.624,236,1,1989,1997,0,0,0,0
Colby Armstrong,476,89,120,209,0.439,376,1,2005,2013,0,0,0,0
Arron Asham,789,94,114,208,0.264,1004,1,1998,2014,0,0,0,0
Fred Harvey,407,90,118,208,0.511,131,1,1970,1977,0,0,0,0
Dave McLlwain,501,100,107,207,0.413,292,1,1987,1997,0,0,0,0
Kyle McLaren,719,46,161,207,0.28800000000000003,671,2,1995,2008,0,0,0,0
Shjon Podein,699,100,106,206,0.295,439,1,1992,2003,0,1,0,0
Per-Olov Brasar,348,64,142,206,0.5920000000000001,33,1,1977,1982,0,0,0,0
Garth Butcher,897,48,158,206,0.23,2302,2,1981,1995,0,0,1,0
Brian Engblom,659,29,177,206,0.313,599,2,1976,1987,0,2,0,0
Terry Martin,479,104,101,205,0.428,202,1,1975,1985,0,0,0,0
Colin Patterson,504,96,109,205,0.407,239,1,1983,1993,0,1,0,0
Pierre Jarry,344,88,117,205,0.596,142,1,1971,1978,0,0,0,0
Donald Brashear,1025,85,120,205,0.2,2634,1,1993,2010,0,0,0,0
Bryan Erickson,351,80,125,205,0.584,141,1,1983,1994,0,0,0,0
Maxime Talbot,704,91,113,204,0.29,495,1,2005,2016,0,1,0,0
Dana Murzyn,838,52,152,204,0.243,1571,2,1985,1999,0,1,0,0
Ruslan Salei,916,45,159,204,0.223,1065,2,1996,2011,0,0,0,0
Kevin Todd,383,70,133,203,0.53,217,1,1988,1998,0,0,0,0
Mathieu Dandenault,868,69,135,203,0.234,516,2,1995,2009,0,3,0,0
Jean-Francois Sauve,290,65,138,203,0.7,114,1,1980,1987,0,0,0,0
Jason Wiemer,726,90,112,202,0.278,1420,1,1994,2006,0,0,0,0
Stan Jonathan,411,91,110,201,0.489,751,1,1975,1983,0,0,0,0
Trevor Letowski,616,84,117,201,0.326,209,1,1998,2008,0,0,0,0
Terry Crisp,536,67,134,201,0.375,135,1,1965,1977,0,2,0,0
Jack Brownschidle,494,39,162,201,0.407,151,2,1977,1986,0,0,0,0
Luke Richardson,1417,35,166,201,0.142,2055,2,1987,2009,0,0,0,0
Bob Corkum,720,97,103,200,0.278,281,1,1989,2002,0,0,0,0
Dave Schultz,535,79,121,200,0.374,2294,1,1971,1980,0,2,0,0
Mark Tinordi,663,52,148,200,0.302,1514,2,1987,1999,0,0,1,0
Jim Morrison,704,40,160,200,0.284,542,2,1951,1971,0,0,3,0
Elmer Vasko,786,34,166,200,0.254,719,2,1956,1970,0,1,4,0
Chuck Arnason,401,109,90,199,0.496,122,1,1971,1979,0,0,0,0
Phil Bourque,477,88,111,199,0.417,516,1,1983,1996,0,2,0,0
Samuel Pahlsson,798,68,131,199,0.249,354,1,2000,2012,0,1,0,0
Robyn Regehr,1090,36,163,199,0.183,972,2,1999,2015,0,1,0,0
Andre Pronovost,556,94,104,198,0.35600000000000004,408,1,1956,1968,0,4,4,0
Bates Battaglia,580,80,118,198,0.341,385,1,1997,2008,0,0,0,0
Andre Lacroix,325,79,119,198,0.609,44,1,1967,1980,0,0,0,0
Shawn Bates,465,72,126,198,0.426,266,1,1997,2008,0,0,0,0
Scott Pellerin,536,72,126,198,0.369,320,1,1992,2004,0,0,0,0
Ted Harris,788,30,168,198,0.251,1000,2,1963,1975,0,5,5,0
Brad Marsh,1086,23,175,198,0.182,1241,2,1978,1993,0,0,1,0
Bert Marshall,868,17,181,198,0.228,926,2,1965,1979,0,0,0,0
Troy Loney,624,87,110,197,0.316,1091,1,1983,1995,0,2,0,0
Serge Bernier,302,78,119,197,0.652,234,1,1968,1981,0,0,0,0
Terry Yake,403,77,120,197,0.489,220,1,1988,2001,0,0,0,0
John Bob Kelly,425,87,109,196,0.461,687,1,1973,1979,0,0,0,0
Steve Downie,434,76,120,196,0.452,1057,1,2007,2016,0,0,0,0
Mike Eagles,853,74,122,196,0.23,928,1,1982,2000,0,0,0,0
Paul Woods,501,72,124,196,0.391,276,1,1977,1984,0,0,0,0
Martin Skoula,776,44,152,196,0.253,328,2,1999,2010,0,1,0,0
Sergei Krivokrasov,450,86,109,195,0.433,288,1,1992,2002,0,0,1,0
Ken Klee,934,55,140,195,0.209,880,2,1994,2009,0,0,0,0
Richard Smehlik,644,49,146,195,0.303,415,2,1992,2003,0,1,0,0
Jim Johnson,829,29,166,195,0.235,1197,2,1985,1998,0,0,0,0
Gerry O'Flaherty,438,99,95,194,0.443,168,1,1971,1979,0,0,0,0
Derek Smith,335,78,116,194,0.579,60,1,1975,1983,0,0,0,0
Bob Miller,404,75,119,194,0.48,220,1,1977,1985,0,0,0,0
Wayne Primeau,774,69,125,194,0.251,789,1,1994,2010,0,0,0,0
Anatoli Semyonov,362,68,126,194,0.536,122,1,1989,1997,0,0,0,0
Greg de Vries,878,48,146,194,0.221,780,2,1995,2009,0,0,0,0
David Shaw,769,41,153,194,0.252,906,2,1982,1998,0,0,0,0
Randy Gregg,474,41,152,193,0.407,333,2,1981,1992,0,5,0,0
Frantisek Kaberle,523,29,164,193,0.369,218,2,1999,2009,0,1,0,0
Glen Sather,658,80,112,192,0.292,724,1,1966,1976,0,0,0,0
David Jones,462,104,87,191,0.413,122,1,2007,2016,0,0,0,0
Blair MacDonald,219,91,100,191,0.872,65,1,1979,1983,0,0,1,0
Joey Johnston,331,85,106,191,0.5770000000000001,320,1,1968,1976,0,0,3,0
Dave Gardner,350,75,115,190,0.5429999999999999,41,1,1972,1980,0,0,0,0
Turner Stevenson,644,75,115,190,0.295,969,1,1992,2006,0,1,0,0
Joel Quenneville,803,54,136,190,0.237,705,2,1978,1991,0,0,0,0
Murray Wilson,386,94,95,189,0.49,162,1,1972,1979,0,4,0,0
Bill Hogaboam,332,80,109,189,0.569,100,1,1972,1980,0,0,0,0
Don Awrey,979,31,158,189,0.193,1065,2,1963,1979,0,3,1,0
Marcel Goc,636,75,113,188,0.29600000000000004,157,1,2003,2015,0,0,0,0
Bill Gardner,380,73,115,188,0.495,68,1,1980,1989,0,0,0,0
Jim Korn,597,66,122,188,0.315,1801,2,1979,1990,0,0,0,0
Patrik Stefan,455,64,124,188,0.413,158,1,1999,2007,0,0,0,0
Alexander Karpovtsev,596,34,154,188,0.315,430,2,1993,2006,0,1,0,0
Oleg Petrov,382,72,115,187,0.49,101,1,1992,2003,0,0,0,0
Gregory Campbell,803,71,116,187,0.233,696,1,2003,2016,0,1,0,0
Kjell Samuelsson,813,47,138,186,0.229,1225,2,1985,1999,0,1,1,0
Brett Clark,689,45,141,186,0.27,293,2,1997,2013,0,0,0,0
Jimmy Watson,613,38,148,186,0.303,492,2,1972,1982,0,2,0,0
Barret Jackman,876,29,157,186,0.212,1102,2,2001,2016,1,0,0,0
Tom Rowe,357,85,100,185,0.518,615,1,1976,1983,0,0,0,0
Arnie Brown,681,44,141,185,0.272,738,2,1961,1974,0,0,0,0
Lorne Henning,544,73,111,184,0.338,102,1,1972,1981,0,1,0,0
Hal Gill,1106,36,148,184,0.166,960,2,1997,2014,0,1,0,0
Sylvain Lefebvre,944,30,154,184,0.195,674,2,1989,2003,0,1,0,0
Paul Fenton,411,100,83,183,0.445,198,1,1984,1992,0,0,0,0
Josef Vasicek,460,77,106,183,0.398,311,1,2000,2008,0,1,0,0
Dave Hudson,409,59,124,183,0.447,89,1,1972,1978,0,0,0,0
Vaclav Varada,493,58,125,183,0.371,410,1,1995,2006,0,0,0,0
Don Kozak,437,96,86,182,0.416,480,1,1972,1979,0,0,0,0
Mark Bell,450,87,95,182,0.404,602,1,2000,2012,0,0,0,0
Mike Stapleton,687,71,111,182,0.265,342,1,1986,2001,0,0,0,0
Bryan Marchment,926,40,142,182,0.197,2307,2,1988,2006,0,0,0,0
Mike Fidler,271,84,97,181,0.6679999999999999,124,1,1976,1983,0,0,0,0
Phil Roberto,385,75,106,181,0.47,464,1,1969,1977,0,1,0,0
Dave Pichette,322,41,140,181,0.562,348,2,1980,1988,0,0,0,0
Marc Bergevin,1191,36,145,181,0.152,1090,2,1984,2004,0,0,0,0
Sean Bergenheim,506,96,84,180,0.35600000000000004,379,1,2003,2015,0,0,0,0
Chad LaRose,508,85,95,180,0.354,286,1,2005,2013,0,1,0,0
Kevin McClelland,588,68,112,180,0.306,1672,1,1981,1994,0,4,0,0
Willie Mitchell,907,34,146,180,0.198,787,2,1999,2016,0,2,0,0
Mike Rathje,768,30,150,180,0.234,491,2,1993,2010,0,0,0,0
Denis Dupere,421,80,99,179,0.425,66,1,1970,1978,0,0,1,0
Boyd Devereaux,627,67,112,179,0.285,205,1,1997,2009,0,1,0,0
Danny O'Shea,370,64,115,179,0.484,265,1,1968,1973,0,0,2,0
Ian White,503,45,134,179,0.35600000000000004,254,2,2005,2013,0,0,0,0
Gerry Hart,730,29,150,179,0.245,1240,2,1968,1983,0,0,0,0
David Moss,501,78,100,178,0.355,157,1,2006,2015,0,0,0,0
Jamie Hislop,345,75,103,178,0.516,86,1,1979,1984,0,0,0,0
Forbes Kennedy,603,70,108,178,0.295,988,1,1956,1969,0,0,0,0
Richard Matvichuk,796,39,139,178,0.224,624,2,1992,2007,0,1,0,0
Ken Daneyko,1283,36,142,178,0.139,2516,2,1983,2003,0,3,0,0
Jiri Tlusty,446,89,88,177,0.397,126,1,2007,2016,0,0,0,0
Marcus Ragnarsson,632,37,140,177,0.28,482,2,1995,2004,0,0,1,0
Tim Watters,741,26,151,177,0.239,1289,2,1981,1995,0,0,0,0
Jason Dawe,366,86,90,176,0.481,162,1,1993,2002,0,0,0,0
Sergei Kostitsyn,353,67,109,176,0.499,188,1,2007,2013,0,0,0,0
Richie Dunn,483,36,140,176,0.364,314,2,1977,1989,0,0,0,0
Anders Eriksson,572,22,154,176,0.308,242,2,1995,2010,0,1,0,0
Kent-Erik Andersson,456,72,103,175,0.384,78,1,1977,1984,0,0,0,0
Vladimir Konstantinov,446,47,128,175,0.392,838,2,1991,1997,0,2,0,0
Keith Ballard,605,38,137,175,0.289,612,2,2005,2015,0,0,0,0
Ed Kea,583,30,145,175,0.3,508,2,1973,1983,0,0,0,0
Stan Gilbertson,428,85,89,174,0.407,148,1,1971,1977,0,0,0,0
Alexander Semak,289,83,91,174,0.602,187,1,1991,1997,0,0,0,0
Derrick Smith,537,82,92,174,0.324,373,1,1984,1994,0,0,0,0
Rick Dudley,309,75,99,174,0.563,292,1,1972,1981,0,0,0,0
Tomas Kopecky,578,68,106,174,0.301,307,1,2005,2015,0,2,0,0
Jere Gillis,386,78,95,173,0.448,230,1,1977,1987,0,0,0,0
Craig Johnson,557,75,98,173,0.311,260,1,1994,2004,0,0,0,0
Richard Kromm,372,70,103,173,0.465,138,1,1983,1993,0,0,0,0
Craig Wolanin,695,40,133,173,0.249,894,2,1985,1998,0,1,0,0
Marek Svatos,344,100,72,172,0.5,217,1,2003,2011,0,0,0,0
Daniel Paille,582,85,87,172,0.29600000000000004,135,1,2005,2016,0,1,0,0
Rick Hampton,337,59,113,172,0.51,147,2,1974,1980,0,0,0,0
Bob Manno,371,41,131,172,0.464,274,2,1976,1985,0,0,1,0
Niclas Havelid,628,34,137,171,0.272,342,2,1999,2009,0,0,0,0
Gary Nylund,608,32,139,171,0.281,1235,2,1982,1993,0,0,0,0
Andreas Johansson,377,82,88,170,0.451,190,1,1995,2004,0,0,0,0
Vladimir Tsyplakov,331,69,101,170,0.514,90,1,1995,2001,0,0,0,0
Fernando Pisani,462,87,82,169,0.366,200,1,2002,2011,0,0,0,0
Rod Schutt,286,77,92,169,0.591,177,1,1977,1986,0,0,0,0
Ulf Nilsson,170,57,112,169,0.994,85,1,1978,1983,0,0,0,0
Paul Baxter,472,48,121,169,0.358,1564,2,1979,1987,0,0,0,0
Jason Smith,1008,41,128,169,0.168,1099,2,1993,2009,0,0,0,0
Antti Laaksonen,483,81,87,168,0.348,152,1,1998,2007,0,0,0,0
Mike Craig,423,71,97,168,0.397,550,1,1990,2002,0,0,0,0
Marcus Nilson,521,67,101,168,0.322,270,1,1998,2008,0,0,0,0
Doug Hicks,561,37,131,168,0.299,442,2,1974,1983,0,0,0,0
Marek Malik,691,33,135,168,0.243,620,2,1994,2009,0,0,0,0
Vladimir Ruzicka,233,82,85,167,0.7170000000000001,129,1,1989,1994,0,0,0,0
Tim Taylor,746,73,94,167,0.224,433,1,1993,2008,0,2,0,0
Alexei Gusarov,607,39,128,167,0.275,313,2,1990,2001,0,1,0,0
Maurice Lemay,317,72,94,166,0.524,442,1,1981,1989,0,1,0,0
Alan Kerr,391,72,94,166,0.425,826,1,1984,1993,0,0,0,0
Bob Brooke,447,69,97,166,0.371,520,1,1983,1990,0,0,0,0
Alyn McCauley,488,69,97,166,0.34,116,1,1997,2007,0,0,0,0
Larry Romanchych,298,68,97,165,0.5539999999999999,102,1,1970,1977,0,0,0,0
Merlin Malinowski,282,54,111,165,0.585,121,1,1978,1983,0,0,0,0
Al Sims,475,49,116,165,0.34700000000000003,286,2,1973,1983,0,0,0,0
Jocelyn Lemieux,597,80,84,164,0.275,740,1,1986,1998,0,0,0,0
Phil Sykes,456,79,85,164,0.36,519,1,1982,1992,0,0,0,0
Gary Jarrett,341,72,92,164,0.481,131,1,1960,1972,0,0,0,0
Ric Nattress,536,29,135,164,0.306,377,2,1982,1993,0,1,0,0
Dave Burrows,724,29,135,164,0.227,373,2,1971,1981,0,0,3,0
Tom Laidlaw,705,25,139,164,0.233,717,2,1980,1990,0,0,0,0
Joe Reekie,902,25,139,164,0.182,1326,2,1985,2002,0,0,0,0
Mattias Norstrom,903,18,146,164,0.182,661,2,1993,2008,0,0,2,0
Marc Habscheid,345,72,91,163,0.472,171,1,1981,1992,0,0,0,0
Craig Patrick,401,72,91,163,0.406,61,1,1971,1979,0,0,0,0
Erik Christensen,387,68,95,163,0.421,162,1,2005,2012,0,0,0,0
Darius Kasparaitis,863,27,136,163,0.189,1379,2,1992,2007,0,0,0,0
Sean McKenna,414,82,80,162,0.391,181,1,1981,1990,0,0,0,0
Joey Kocur,820,80,82,162,0.198,2519,1,1984,1999,0,3,0,0
Victor Venasky,430,61,101,162,0.377,66,1,1972,1979,0,0,0,0
Brett McLean,385,56,106,162,0.421,204,1,2002,2009,0,0,0,0
Dmitri Kalinin,539,36,126,162,0.301,321,2,1999,2009,0,0,0,0
Igor Ulanov,739,27,135,162,0.219,1151,2,1991,2006,0,0,0,0
Ronnie Stern,638,75,86,161,0.252,2077,1,1987,2000,0,0,0,0
Al McDonough,237,73,88,161,0.679,73,1,1970,1978,0,0,1,0
Patrick O'Sullivan,334,58,103,161,0.482,116,1,2006,2012,0,0,0,0
Reg Kerr,263,66,94,160,0.608,169,1,1977,1984,0,0,0,0
Patric Kjellberg,394,64,96,160,0.406,84,1,1992,2003,0,0,0,0
Peter Mueller,297,63,97,160,0.539,98,1,2007,2013,0,0,0,0
Craig Adams,951,55,105,160,0.168,683,1,2000,2015,0,2,0,0
Kurtis Foster,405,42,118,160,0.395,308,2,2002,2013,0,0,0,0
Alexei Kasatonov,383,38,122,160,0.418,326,2,1989,1996,0,0,1,0
Craig Berube,1054,61,98,159,0.151,3149,1,1986,2003,0,0,0,0
Glen Metropolit,407,57,102,159,0.391,148,1,1999,2010,0,0,0,0
Wally Boyer,365,54,105,159,0.436,163,1,1965,1972,0,0,0,0
Rostislav Klesla,654,48,111,159,0.243,620,2,2000,2014,0,0,0,0
Mark Reeds,365,45,114,159,0.436,135,1,1981,1989,0,0,0,0
Jeff Beukeboom,804,30,129,159,0.198,1890,2,1985,1999,0,4,0,0
Chris Therien,764,29,130,159,0.208,585,2,1994,2006,0,0,0,0
Brad Shaw,377,22,137,159,0.422,208,2,1985,1999,0,0,0,0
Mike Leclerc,341,64,94,158,0.463,288,1,1996,2006,0,0,0,0
Normand Rochefort,598,39,119,158,0.264,570,2,1980,1994,0,0,0,0
Bob Woytowich,503,32,126,158,0.314,352,2,1964,1972,0,0,1,0
Ed Van Impe,700,27,131,158,0.226,1025,2,1966,1977,0,2,3,0
Cory Sarich,969,21,137,158,0.163,1089,2,1998,2014,0,1,0,0
Robert Murdoch,260,72,85,157,0.604,127,1,1975,1979,0,0,0,0
Ray Allison,237,64,93,157,0.662,223,1,1979,1987,0,0,0,0
Tom Kostopoulos,630,61,96,157,0.249,723,1,2001,2013,0,0,0,0
Carlo Colaiacovo,470,34,123,157,0.334,231,2,2002,2016,0,0,0,0
Warren Godfrey,786,32,125,157,0.2,752,2,1952,1968,0,0,1,0
Adam Hall,682,69,87,156,0.229,282,1,2001,2014,0,0,0,0
Randy Ladouceur,931,30,126,156,0.168,1322,2,1982,1996,0,0,0,0
Real Lemieux,456,51,104,155,0.34,262,1,1966,1974,0,0,0,0
Mike Blaisdell,343,70,84,154,0.449,166,1,1980,1989,0,0,0,0
Todd Warriner,453,65,89,154,0.34,249,1,1994,2003,0,0,0,0
Pekka Rautakallio,235,33,121,154,0.655,122,2,1979,1982,0,0,1,0
Rick Zombo,652,24,130,154,0.236,728,2,1984,1996,0,0,0,0
Jim Harrison,324,67,86,153,0.472,435,1,1968,1980,0,0,0,0
Dave Semenko,575,65,88,153,0.266,1175,1,1979,1988,0,2,0,0
Floyd Thomson,411,56,97,153,0.3720000000000001,341,1,1971,1980,0,0,0,0
Georges Laraque,695,53,100,153,0.22,1126,1,1997,2010,0,0,0,0
Petr Cajanek,269,46,107,153,0.569,144,1,2002,2007,0,0,0,0
Chris Kotsopoulos,479,44,109,153,0.319,827,2,1980,1990,0,0,0,0
Craig Cameron,552,87,65,152,0.275,196,1,1966,1976,0,0,0,0
Yuri Khmylyov,263,64,88,152,0.578,133,1,1992,1997,0,0,0,0
Adam Burt,737,37,115,152,0.206,961,2,1988,2001,0,0,0,0
Barry Wilkins,418,27,125,152,0.364,663,2,1966,1976,0,0,0,0
Bryan Watson,878,17,135,152,0.173,2212,2,1963,1979,0,1,0,0
Billy MacMillan,446,74,77,151,0.339,184,1,1970,1977,0,0,0,0
Kris King,849,66,85,151,0.17800000000000002,2030,1,1987,2001,0,0,0,0
Nils Ekman,264,60,91,151,0.5720000000000001,188,1,1999,2007,0,0,0,0
Aaron Ward,839,44,107,151,0.18,736,2,1993,2010,0,3,0,0
Chris Joseph,510,39,112,151,0.29600000000000004,567,2,1987,2001,0,0,0,0
Jamie Baker,404,71,79,150,0.371,271,1,1989,1999,0,0,0,0
Andy Sutton,676,38,112,150,0.222,1185,2,1998,2013,0,0,0,0
Dale Rolfe,509,25,125,150,0.295,556,2,1959,1975,0,0,0,0
Tyler Wright,613,79,70,149,0.243,854,1,1992,2006,0,0,0,0
Matt Bradley,675,59,90,149,0.221,562,1,2000,2012,0,0,0,0
Drake Berehowsky,549,37,112,149,0.271,848,2,1990,2004,0,0,0,0
Francis Bouillon,776,32,117,149,0.192,536,2,1999,2014,0,0,0,0
Sandy McCarthy,736,72,76,148,0.201,1534,1,1993,2004,0,0,0,0
Ville Peltonen,382,52,96,148,0.387,119,1,1995,2009,0,0,0,0
Torrie Robertson,442,49,99,148,0.335,1751,1,1980,1990,0,0,0,0
Kent Douglas,428,33,115,148,0.34600000000000003,631,2,1962,1969,1,2,3,0
Fred Barrett,745,25,123,148,0.199,671,2,1970,1984,0,0,0,0
Guillaume Latendresse,341,87,60,147,0.431,185,1,2006,2013,0,0,0,0
Warren Young,236,72,75,147,0.623,472,1,1981,1988,0,0,0,0
Doug Roberts,419,43,104,147,0.35100000000000003,342,2,1965,1975,0,0,1,0
Daniil Markov,538,29,118,147,0.273,456,2,1997,2007,0,0,0,0
Craig Muni,819,28,119,147,0.179,775,2,1981,1998,0,3,0,0
Ron Delorme,524,83,63,146,0.279,667,1,1976,1985,0,0,0,0
Petr Prucha,346,78,68,146,0.422,133,1,2005,2011,0,0,0,0
Lindsay Carson,373,66,80,146,0.391,624,1,1981,1988,0,0,0,0
Mark Lamb,403,46,100,146,0.362,291,1,1985,1996,0,1,0,0
Chris Campoli,440,35,111,146,0.332,200,2,2005,2012,0,0,0,0
Bob Plager,644,20,126,146,0.227,802,2,1964,1978,0,0,0,0
Jeff Odgers,821,75,70,145,0.177,2364,1,1991,2003,0,0,0,0
Gary Lupul,293,70,75,145,0.495,243,1,1979,1986,0,0,0,0
Peter Sundstrom,335,61,84,145,0.433,122,1,1983,1990,0,0,0,0
Jim Nill,524,58,87,145,0.277,854,1,1981,1990,0,0,0,0
Brett Callighen,160,56,89,145,0.906,132,1,1979,1982,0,0,0,0
Matti Hagman,237,56,89,145,0.612,36,1,1976,1982,0,0,0,0
Ralph Klassen,497,52,93,145,0.292,120,1,1975,1984,0,0,0,0
Kerry Huffman,401,37,108,145,0.362,361,2,1986,1996,0,0,0,0
Scott Bjugstad,317,76,68,144,0.454,144,1,1983,1992,0,0,0,0
Dan Labraaten,268,71,73,144,0.537,47,1,1978,1982,0,0,0,0
Nick Boynton,605,34,110,144,0.238,862,2,1999,2011,0,1,1,0
